Title,Chapter,Article,Section,Content,Page (int)
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(g) Computer system refers to any device or group of interconnected or related devices, one or more of which, pursuant to a program, performs automated processing of data. It covers any type of device with data processing capabilities including, but not limited to, computers and mobile phones. The device consisting of hardware and software may include input, output and storage components which may stand alone or be connected in a network or other similar devices. It also includes computer data storage devices or media. ",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(h) Without right refers to either: 
(i) conduct undertaken without or in excess of authority; or 
(ii) conduct not covered by established legal defenses, excuses, court orders, justifications, or relevant principles under the law. ",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(i) Cyber refers to a computer or a computer network, the electronic medium in which online communication takes place. ",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(j) Critical infrastructure refers to the computer systems, and/or networks, whether physical or virtual, and/or the computer programs, computer data and/or traffic data so vital to this country that the incapacity or destruction of or interference with such system and assets would have a debilitating impact on security, national or economic security, national public health and safety, or any combination of those matters. ",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(k) Cybersecurity refers to the collection of tools, policies, risk management approaches, actions, training, best practices, assurance, and technologies that can be used to protect the cyber environment and organization and user’s assets. ",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(l) Database refers to a representation of information, knowledge, facts, concepts, or instructions which are being prepared, processed, or stored or have been prepared, processed, or stored in a formalized manner and which are intended for use in a computer system. ",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(m) Interception refers to listening to, recording, monitoring or surveillance of the content of communications, including procuring of the content of data, either directly, through access and use of a computer system or indirectly, through the use of electronic eavesdropping or tapping devices, at the same time that the communication is occurring. ",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(n) Service provider refers to: 
(1) Any public or private entity that provides to users of its service the ability to communicate by means of a computer system; and 
(2) Any other entity that processes or stores computer data on behalf of such communication service or users of such service. 
(o) Subscriber’s information refers to any information contained in the form of computer data or any other form that is held by a service provider, relating to subscribers of its services other than traffic or content data and by which identity can be established: 
(1) The type of communication service used, the technical provisions taken thereto and the period of service. 
(2) The subscriber’s identity, postal or geographic address, telephone and other access numbers, any assigned network address, billing, and payment information, available on the basis of the service agreement or arrangement; and 
(3) Any other available information on the site of the installation of communication equipment, available on the basis of the service agreement or arrangement. ",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(p) Traffic data or non-content data refers to any computer data other than the content of the communication including, but not limited to, the communication’s origin, destination, route, time, date, size, duration, or type of underlying service.",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter II. Punishable Acts,,Section 1. Cybercrime Offenses,"(a) Offenses against the confidentiality, integrity and availability of computer data and systems:
(1) Illegal Access. The access to the whole or any part of a computer system without right.",Page: 139-140
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter II. Punishable Acts,,Section 1. Cybercrime Offenses,"(a) Offenses against the confidentiality, integrity and availability of computer data and systems:
(2) Illegal Interception. The interception made by technical means without right of any non-public transmission of computer data to, from, or within a computer system including electromagnetic emissions from a computer system carrying such computer data.",Page: 139-140
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter II. Punishable Acts,,Section 1. Cybercrime Offenses,"(a) Offenses against the confidentiality, integrity and availability of computer data and systems:
(3) Data Interference. The intentional or reckless alteration, damaging, deletion or deterioration of computer data, electronic document, or electronic data message, without right, including the introduction or transmission of viruses.",Page: 139-140
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter II. Punishable Acts,,Section 1. Cybercrime Offenses,"(a) Offenses against the confidentiality, integrity and availability of computer data and systems:
(4) System Interference. The intentional alteration or reckless hindering or interference with the functioning of a computer or computer network by inputting, transmitting, damaging, deleting, deteriorating, altering, or suppressing computer data or program, electronic document, or electronic data message, without right or authority, including the introduction or transmission of viruses.",Page: 139-140
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter II. Punishable Acts,,Section 1. Cybercrime Offenses,"(a) Offenses against the confidentiality, integrity and availability of computer data and systems:
(5) Misuse of Devices.
(i) The use, production, sale, procurement, importation, distribution, or otherwise making available, without right, of: 
(aa) A device, including a computer program, designed, or adapted primarily for the purpose of committing any of the offenses under this Act; or 
(bb) A computer password, access code, or similar data by which the whole or any part of a computer system is capable of being accessed with intent that it be used for the purpose of committing any of the offenses under this Act.",Page: 139-141
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter II. Punishable Acts,,Section 1. Cybercrime Offenses,"(a) Offenses against the confidentiality, integrity and availability of computer data and systems:
(5) Misuse of Devices.
(ii) The possession of an item referred to in paragraphs 5(i) (aa) or (bb) above with intent to use said devices for the purpose of committing any of the offenses under this section.",Page: 141
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter II. Punishable Acts,,Section 1. Cybercrime Offenses,"(a) Offenses against the confidentiality, integrity and availability of computer data and systems:
(6) Cyber-squatting. The acquisition of a domain name over the internet in bad faith to profit, mislead, destroy reputation, and deprive others from registering the same, if such a domain name is: 
(i) Similar, identical, or confusingly similar to an existing trademark registered with the appropriate government agency at the time of the domain name registration: 
(ii) Identical or in any way similar with the name of a person other than the registrant, in case of a personal name; and 
(iii) Acquired without right or with intellectual property interests in it.",Page: 141
